,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_stim_subj.2040,0.72487364447477987,0.065207658712050448,0.59740034708742717,0.68005931304643563,0.72538506762709365,0.76823621796133235,0.85075930000106059,0.00061171950463286928
v_stim_subj.2041,0.66658081250894108,0.067148213012152555,0.53428151615293407,0.62136142468748667,0.66623081576309795,0.71181840789214346,0.79672632014449229,0.00069038794112007422
v_stim_subj.2042,0.72648047242961034,0.067310573539337101,0.59585415563867128,0.68087529656936396,0.72678286990080432,0.7717005356781651,0.85805740766599847,0.00070088108910930835
v_stim_subj.2043,0.65012164346551071,0.067645561784759514,0.51873031329325858,0.60522567187002985,0.64929587635489694,0.69545617313704611,0.78214676045467546,0.00070119155171138804
v_stim_subj.2044,0.67621219050865056,0.066635074718272014,0.54503836649016968,0.63171856391733683,0.67621150721391698,0.72185043002841409,0.80813516721970646,0.00064551444446599604
v_stim_subj.2045,0.81235127355422598,0.073000118525088295,0.67022212642651902,0.76252380442899914,0.81197904155319223,0.86051224653813263,0.95973852111279612,0.00079363644338974128
v_stim_subj.2046,0.53130456131151127,0.05516053529596919,0.42226668933944472,0.49487785690716501,0.53138269977899655,0.56878632847376087,0.63735033051959666,0.00054472711358577854
v_stim_subj.2047,0.45058914668059613,0.057625282503653105,0.33712157173855484,0.41235152930516261,0.45110479759183691,0.48950008082820701,0.56354635742847192,0.00063634618442410802
z_Intercept,0.048672855451365585,0.0096788693280455262,0.034215000315399993,0.041004568539406656,0.047027375357938918,0.055337923253093751,0.06967313935362035,0.00092187853675580365
z_Intercept_std,0.033954907138673399,0.029823305047114421,0.00070604509031228118,0.0095544260390258273,0.026458774101394231,0.050527865177061392,0.10789510487802209,0.0021081112653122324
z_Intercept_subj.2013,0.048675129134416226,0.0098724887770765806,0.034102125740052579,0.040584401214154055,0.047071883993424754,0.055690810231023284,0.070541033329815511,0.00092033102789672359
z_Intercept_subj.2015,0.048836046640909861,0.009961268662285791,0.034064412596817119,0.040946751368716387,0.047085347768734638,0.056173286005034968,0.07063302225266363,0.00092705235894372981
z_Intercept_subj.2016,0.048691398904125653,0.0098547390579010446,0.034145006683013589,0.040778035829416789,0.046993011355258504,0.055651504284361636,0.070435986332942943,0.00091888785153895151
z_Intercept_subj.2017,0.048565152046186881,0.0098897272374745392,0.03401337577815234,0.040564392867027815,0.046860765516673342,0.055721766304496524,0.069858480120019245,0.00091851822305364511
z_Intercept_subj.2018,0.04876204555657928,0.0099479525176990394,0.034097165113024908,0.040688908582704526,0.047079069583734603,0.055858162656765555,0.070333838390060258,0.00092685440315657937
z_Intercept_subj.2019,0.048714152439272712,0.0099550065384637169,0.034059910727718495,0.040608512311404679,0.047023240986671162,0.055847776592588765,0.070388171080814008,0.00092464909076455087
z_Intercept_subj.2020,0.048708024449005884,0.0098924351341814591,0.03407245453847129,0.040644211176796632,0.046939820734490281,0.055710667180711874,0.070526565931580576,0.0009228939208768001
